int_doc_id,master_ai_id,master_ai_name,program_code,activity_class_code,activity_year,activity_num,inspection_date,inspection_end_date,task_id,site_status_code,site_condition_code,lead_investigator_id,master_person_first_name,master_person_last_name,inspection_date_fiscal_year,inspection_date_fiscal_qtr,inspection_date_calendar_year,inspection_date_calendar_qtr,media_type_code,media_type,permit_num,site_status_desc,site_condition_desc,reason,recommended_action,ets_url
1841942,72879,Wright Away Refuse Inc,37,CFI,2016,1,2016-02-17,2016-02-17,1683604,W001,0005,90264,Kate,Ansalvish,2016,3,2016,1,E280,NPDES Industrial Ground Water,15-DP-3675,Active,Noncompliance,5 Year Inspection,"Close File, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1841942
1924273,74626,Rills Bus Service,37,CFI,2016,2,2016-08-31,2016-08-31,1777423,W001,0001,21969,Mark,Ecker,2017,1,2016,3,E280,NPDES Industrial Ground Water,09-DP-3674,Active,Satisfactory/Compliance,"Initial Quarterly, Follow-up (Non-Compliance)","Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1924273
1830128,74626,Rills Bus Service,37,CFI,2016,1,2016-01-28,2016-01-28,1670681,W001,0005,21969,Mark,Ecker,2016,3,2016,1,E280,NPDES Industrial Ground Water,09-DP-3674,Active,Noncompliance,"Initial Yearly, Routine Scheduled, Initial Quarterly","Continue Routine Inspection, Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1830128
3211984,75087,WBR Investments-Duck Neck Campground,37,CFI,2024,1,2024-09-05,2024-09-05,NA,W004,0001,98948,Megan,Kennedy,2025,1,2024,3,E279,NPDES Municipal Ground Water,N/A,Active - No work today,Satisfactory/Compliance,PAF,Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3211984
3199886,76935,Kuzzens Packing,37,CFI,2024,1,2024-08-15,2024-08-15,NA,W001,0005,96684,Edward,Watson,2025,1,2024,3,E280,NPDES Industrial Ground Water,21DP3741,Active,Noncompliance,Routine Scheduled,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3199886
1321210,76935,Kuzzens Packing,37,CFI,2012,5,2012-07-26,2012-07-26,1080850,W002,0003,21983,Michele,Burroughs,2013,1,2012,3,E280,NPDES Industrial Ground Water,11DP3741,Inactive,Additional Investigation Required,Routine Scheduled,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1321210
1198943,76935,Kuzzens Packing,37,CFI,2012,2,2011-09-26,2011-09-26,895565,W002,0001,21983,Michele,Burroughs,2012,1,2011,3,E280,NPDES Industrial Ground Water,11-DP-3741,Inactive,Satisfactory/Compliance,Follow-up (Non-Compliance),Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1198943
1173590,76935,Kuzzens Packing,37,CFI,2012,1,2011-07-18,2011-07-18,855165,W001,0005,21983,Michele,Burroughs,2012,1,2011,3,E280,NPDES Industrial Ground Water,11DP3741,Active,Noncompliance,PAF,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1173590
1757498,76935,Kuzzens Packing,37,CFI,2015,1,2015-07-01,2015-07-01,1589906,W001,0005,21983,Michele,Burroughs,2016,1,2015,3,E280,NPDES Industrial Ground Water,DP3741,Active,Noncompliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1757498
1028482,80042,Ba Deprm/minebank Run/stream Restoration,37,CIN,2010,2,2010-07-12,2010-07-12,NA,W003,0003,23119,Andrea,Buie-Branam,2011,1,2010,3,E279,NPDES Municipal Ground Water,NA,Complete,Additional Investigation Required,"PAF, Initial Yearly, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1028482
1034689,80042,Ba Deprm/minebank Run/stream Restoration,37,CIN,2010,3,2010-07-23,2010-07-23,NA,W003,0003,23119,Andrea,Buie-Branam,2011,1,2010,3,E279,NPDES Municipal Ground Water,NA,Complete,Additional Investigation Required,"Initial Yearly, Initial Quarterly, PAF",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1034689
1022688,80042,Ba Deprm/minebank Run/stream Restoration,37,CIN,2010,1,2010-06-11,2010-06-11,NA,W003,0003,23119,Andrea,Buie-Branam,2010,4,2010,2,E279,NPDES Municipal Ground Water,NA,Complete,Additional Investigation Required,"Initial Yearly, Initial Quarterly, PAF",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1022688
2956973,80283,Trappe East Holding Business Trust,37,CFI,2022,3,2022-11-04,2022-11-04,NA,W001,0001,97006,David,Haffner,2023,2,2022,4,E279,NPDES Municipal Ground Water,19-DP-3460,Active,Satisfactory/Compliance,Pre-Construction,"Continue Routine Inspection, Continue Routine Inspection, Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2956973
1794333,80312,Lions Camp Merrick,37,CFI,2015,1,2015-10-21,2015-10-21,1632376,W002,0001,21948,Kari,Hanson,2016,2,2015,4,E279,NPDES Municipal Ground Water,MD3747I11/11-DP-3747,Inactive,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1794333
3105638,83244,"Mount Airy Bible Church, Inc",37,CFI,2024,1,2024-02-06,2024-02-06,NA,W001,0005,90265,Renato,Cuizon,2024,3,2024,1,E279,NPDES Municipal Ground Water,21-DP-3691,Active,Noncompliance,"3 Year Inspection, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3105638
1902934,83244,"Mount Airy Bible Church, Inc",37,CFI,2016,1,2016-07-07,2016-07-07,1752623,W001,0001,90265,Renato,Cuizon,2017,1,2016,3,E279,NPDES Municipal Ground Water,15-DP-3691,Active,Satisfactory/Compliance,"Initial Quarterly, Joint Inspection MDE",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1902934
2928830,83262,Campus Hills Elementary School,37,CFI,2022,1,2022-06-30,2022-06-30,NA,W004,NA,108108,Wendy,Huang,2022,4,2022,2,E279,NPDES Municipal Ground Water,17-DP-3666,Active - No work today,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2928830
1480178,84382,"Don Rodeheaver Repairs, Inc",37,CFI,2013,1,2013-06-27,2013-07-12,1256517,W001,0003,74965,Pete,Hartman,2013,4,2013,2,E280,NPDES Industrial Ground Water,PAF-13-1130,Active,Additional Investigation Required,PAF,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1480178
1228476,84721,Ocean Landings II WWTP,37,CFI,2012,1,2011-12-08,2011-12-08,927386,W002,0001,21983,Michele,Burroughs,2012,2,2011,4,E279,NPDES Municipal Ground Water,02DP3401,Inactive,Satisfactory/Compliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1228476
1519592,85208,Maryland Food Center Authority/dock  And,37,CFI,2013,1,2013-11-14,2013-11-14,1299533,W001,0001,23118,Oladapo,John,2014,2,2013,4,E280,NPDES Industrial Ground Water,NA,Active,Satisfactory/Compliance,Routine Scheduled,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1519592
2087645,85850,Glenelg Country School/expansion  And  Swm,37,CFI,2017,2,2017-08-03,2017-08-03,1971647,W001,0003,23357,Punam,Tyagi,2018,1,2017,3,E279,NPDES Municipal Ground Water,12-DP-3049,Active,Additional Investigation Required,"Initial Quarterly, Initial Yearly","Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2087645
988203,87462,"Mona, Vincent/port Tobacco Campground  And",37,CFI,2010,1,2010-03-23,2010-03-23,NA,NA,NA,25795,David,Tibbetts,2010,3,2010,1,E280,NPDES Industrial Ground Water,NA,NA,NA,NA,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=988203
3223099,89903,Preston Mazda,37,CFI,2024,1,2024-10-04,2024-10-04,NA,W001,0005,1168483,Jacob,Raynor,2025,2,2024,4,E279,NPDES Municipal Ground Water,N/A,Active,Noncompliance,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3223099
2353854,90830,"Bank Of The Eastern Shore/mckeil Point,",37,CFI,2019,1,2019-03-06,2019-03-06,2268815,W001,0005,98948,Megan,Kennedy,2019,3,2019,1,E279,NPDES Municipal Ground Water,88-DP-2582 88-DP-2583 88-DP-2584,Active,Noncompliance,"Joint Inspection MDE, Initial Quarterly, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2353854
2357885,90830,"Bank Of The Eastern Shore/mckeil Point,",37,CFI,2019,2,2019-03-21,2019-03-21,2273315,W001,0005,98948,Megan,Kennedy,2019,3,2019,1,E279,NPDES Municipal Ground Water,88-DP-2582,Active,Noncompliance,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2357885
2302186,93300,Regency Manor Mobile Home Park,37,CFI,2018,2,2018-07-25,2018-07-25,2212818,W001,0005,21980,Shailaja,Polasi,2019,1,2018,3,E279,NPDES Municipal Ground Water,DP-3781,Active,Noncompliance,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2302186
2253000,93300,Regency Manor Mobile Home Park,37,CFI,2018,1,2018-06-05,2018-06-05,2160963,W001,0005,21980,Shailaja,Polasi,2018,4,2018,2,E279,NPDES Municipal Ground Water,DP-3781,Active,Noncompliance,"Routine Scheduled, Initial Yearly, Initial Quarterly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2253000
2348786,93300,Regency Manor Mobile Home Park,37,CFI,2019,2,2019-03-01,2019-03-01,2263085,W001,0001,21980,Shailaja,Polasi,2019,3,2019,1,E279,NPDES Municipal Ground Water,DP-3781,Active,Satisfactory/Compliance,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2348786
2348791,93300,Regency Manor Mobile Home Park,37,CFI,2019,1,2019-02-28,2019-02-28,2263079,W001,0005,21980,Shailaja,Polasi,2019,3,2019,1,E279,NPDES Municipal Ground Water,12-DP-3781,Active,Noncompliance,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2348791
2381139,93300,Regency Manor Mobile Home Park,37,CFI,2018,3,2018-09-21,2018-09-21,2300059,W001,0005,21980,Shailaja,Polasi,2019,1,2018,3,E279,NPDES Municipal Ground Water,DP-3781,Active,Noncompliance,Routine Scheduled,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2381139
2786247,93300,Regency Manor Mobile Home Park,37,CFI,2021,1,2021-06-23,2021-06-23,NA,W001,NA,21980,Shailaja,Polasi,2021,4,2021,2,E279,NPDES Municipal Ground Water,NA,Active,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2786247
3116995,93300,Regency Manor Mobile Home Park,37,CFI,2024,1,2024-02-26,2024-02-26,NA,W001,NA,112800,Samantha,Coffman,2024,3,2024,1,E279,NPDES Municipal Ground Water,21DP3781,Active,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled","Additional Investigation Required, Additional Investigation Required, Additional Investigation Required, Additional Investigation Required, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3116995
3092044,93300,Regency Manor Mobile Home Park,37,CFI,2023,2,2023-12-08,2023-12-08,NA,W004,NA,112800,Samantha,Coffman,2024,2,2023,4,E279,NPDES Municipal Ground Water,21DP3781,Active - No work today,NA,"Initial Quarterly, Initial Yearly, Routine Scheduled, Pre-Construction","Continue Routine Inspection, Continue Routine Inspection, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3092044
2943116,93300,Regency Manor Mobile Home Park,37,CFI,2022,1,2022-09-02,2022-09-02,NA,W001,0005,112800,Samantha,Coffman,2023,1,2022,3,E279,NPDES Municipal Ground Water,12DP3781,Active,Noncompliance,"Initial Quarterly, Initial Yearly, Routine Scheduled","Additional Investigation Required, Additional Investigation Required, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2943116
3355224,93300,Regency Manor Mobile Home Park,37,CFI,2025,2,2025-10-02,2025-10-02,NA,W001,NA,1176908,Ryan,Stolarczyk,2026,2,2025,4,E279,NPDES Municipal Ground Water,21-DP-3781,Active,NA,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3355224
2151517,93478," Parkway Generation Operating, LLC - Keys Energy Center LLC ",37,CFI,2017,3,2017-12-14,2017-12-14,2045844,W001,0003,24014,Gregory,Hazzard,2018,2,2017,4,E280,NPDES Industrial Ground Water,NA,Active,Additional Investigation Required,"Initial Quarterly, Initial Yearly, Routine Scheduled","Additional Investigation Required, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2151517
1004021,94530,"Sheahan, Frank/pier  And  Boatlift",37,CIN,2010,1,2010-05-24,2010-05-24,NA,W002,0001,21955,Harry,Hunsicker,2010,4,2010,2,E280,NPDES Industrial Ground Water,NA,Inactive,Satisfactory/Compliance,"PAF, Initial Yearly, Initial Quarterly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1004021
1611361,98636,American Water - Fort Meade,37,CFI,2014,2,2014-07-24,2014-07-24,1402444,W001,0001,23357,Punam,Tyagi,2015,1,2014,3,E279,NPDES Municipal Ground Water,13-DP-3795A,Active,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly, Follow-up (Non-Compliance)","Continue Routine Investigation, Continue Routine Investigation, Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1611361
1574711,98636,American Water - Fort Meade,37,CFI,2014,1,2014-04-10,2014-04-10,1359695,W001,0005,23357,Punam,Tyagi,2014,4,2014,2,E280,NPDES Industrial Ground Water,13DP3795A,Active,Noncompliance,Initial Quarterly,"Continue Routine Investigation, Continue Routine Investigation, Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1574711
1512606,98636,American Water - Fort Meade,37,CFI,2013,5,2013-10-29,2013-10-29,1292122,W001,0001,23357,Punam,Tyagi,2014,2,2013,4,E280,NPDES Industrial Ground Water,13-DP-3795A,Active,Satisfactory/Compliance,Routine Scheduled,"Continue Routine Investigation, Continue Routine Investigation, Continue Routine Investigation, Continue Routine Investigation",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1512606
1607685,98840,Foy Property,37,CFI,2014,5,2014-06-18,2014-06-18,1398286,W002,0005,21947,Adriana,Frangos,2014,4,2014,2,E280,NPDES Industrial Ground Water,NA,Inactive,Noncompliance,Violation Follow-up,"Additional Investigation Required, Additional Investigation Required, Additional Investigation Required, Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1607685
1580364,98840,Foy Property,37,CFI,2014,3,2014-04-22,2014-04-22,1365526,W002,0003,21947,Adriana,Frangos,2014,4,2014,2,E280,NPDES Industrial Ground Water,NA,Inactive,Additional Investigation Required,"PAF, Initial Yearly, Initial Quarterly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1580364
3352630,99228,Cecilton Manufactured Housing Community Pump Station,37,CFI,2025,1,2025-08-26,2025-08-26,NA,W001,0005,1176909,Luke,Waesche,2026,1,2025,3,E280,NPDES Industrial Ground Water,20DP3798,Active,Noncompliance,"Initial Yearly, Routine Scheduled",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3352630
2153219,99619,"I & R Properties, LLC",37,CFI,2017,1,2017-12-27,2017-12-27,2047957,W002,0003,21947,Adriana,Frangos,2018,2,2017,4,E280,NPDES Industrial Ground Water,NA,Inactive,Additional Investigation Required,"PAF, Initial Quarterly, Initial Yearly",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2153219
2153233,99619,"I & R Properties, LLC",37,CFI,2017,2,2017-12-29,2017-12-29,2047967,W002,0001,21947,Adriana,Frangos,2018,2,2017,4,E280,NPDES Industrial Ground Water,NA,Inactive,Satisfactory/Compliance,PAF Follow-up,Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2153233
1025559,100301,"Edward T. Robinson/Robinson Farms, LLC",37,CIN,2010,1,2010-06-24,2010-06-24,NA,W003,0001,22106,Paul,Ferreri,2010,4,2010,2,E280,NPDES Industrial Ground Water,NA,Complete,Satisfactory/Compliance,"Initial Quarterly, Initial Yearly, PAF","Refer to Others (See Findings), Close File, Close File",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1025559
2775664,100675,Western Maryland Sportsman Club,37,CFI,2021,1,2021-06-11,2021-06-11,NA,W001,0003,97458,Peter,Resh,2021,4,2021,2,E279,NPDES Municipal Ground Water,NA,Active,Additional Investigation Required,PAF,"Refer to Others (See Findings), Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2775664
3369997,103272,Merle Thorpe Charitable Trust/utility,37,CFI,2026,1,2026-01-15,2026-01-15,NA,W001,0005,1179270,Jakob,Mortimore,2026,3,2026,1,E279,NPDES Municipal Ground Water,16-DP-3238,Active,Noncompliance,Initial Yearly,Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3369997
1044747,106210,"Mulaney, Joan/pier",37,CIN,2011,1,2010-08-31,2010-08-31,NA,W003,0003,25795,David,Tibbetts,2011,1,2010,3,E279,NPDES Municipal Ground Water,NA,Complete,Additional Investigation Required,PAF Follow-up,"Additional Investigation Required, Refer to Others (See Findings), Additional Investigation Required, Refer to Others (See Findings)",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1044747
1042938,106210,"Mulaney, Joan/pier",37,CIN,2010,1,2010-08-16,2010-08-16,NA,W003,0005,25795,David,Tibbetts,2011,1,2010,3,E279,NPDES Municipal Ground Water,NA,Complete,Noncompliance,"PAF, Initial Yearly, Initial Quarterly","Refer to Others (See Findings), Additional Investigation Required",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1042938
2498353,106887,Lockheed Martin Groundwater Treatment Plant at the Dump Road Area,37,CFI,2020,1,2020-01-31,2020-01-31,2447980,W001,0001,22033,Thomas,Johnson,2020,3,2020,1,E280,NPDES Industrial Ground Water,14-DP-3820,Active,Satisfactory/Compliance,"Routine Scheduled, Initial Quarterly, Initial Yearly",Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2498353
3105245,114869,Beaver Run Mobile Home Park,37,CFI,2024,1,2024-01-31,2024-01-31,NA,W001,NA,21983,Michele,Burroughs,2024,3,2024,1,E279,NPDES Municipal Ground Water,N/A,Active,NA,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3105245
3270992,114869,Beaver Run Mobile Home Park,37,CFI,2025,2,2025-02-19,2025-02-19,NA,W001,NA,21983,Michele,Burroughs,2025,3,2025,1,E279,NPDES Municipal Ground Water,N/A,Active,NA,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3270992
3259194,114869,Beaver Run Mobile Home Park,37,CFI,2025,1,2025-01-14,2025-01-14,NA,W001,NA,21983,Michele,Burroughs,2025,3,2025,1,E279,NPDES Municipal Ground Water,N/A,Active,NA,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3259194
2325187,114869,Beaver Run Mobile Home Park,37,CFI,2018,6,2018-12-19,2018-12-19,2238575,W001,0005,21983,Michele,Burroughs,2019,2,2018,4,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,"Routine Scheduled, Follow-up (Non-Compliance)",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2325187
2267778,114869,Beaver Run Mobile Home Park,37,CFI,2018,5,2018-08-28,2018-08-28,2175820,W001,0005,21983,Michele,Burroughs,2019,1,2018,3,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2267778
2164122,114869,Beaver Run Mobile Home Park,37,CFI,2018,1,2018-01-17,2018-01-18,2060579,W001,0005,21983,Michele,Burroughs,2018,3,2018,1,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,PAF,Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2164122
2201316,114869,Beaver Run Mobile Home Park,37,CFI,2018,3,2018-04-06,2018-04-06,2102998,W001,0005,21983,Michele,Burroughs,2018,4,2018,2,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2201316
2942713,114869,Beaver Run Mobile Home Park,37,CFI,2022,3,2022-08-25,2022-08-25,NA,W001,NA,21983,Michele,Burroughs,2023,1,2022,3,E279,NPDES Municipal Ground Water,NA,Active,NA,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2942713
1946992,114869,Beaver Run Mobile Home Park,37,CFI,2016,2,2016-10-21,2016-10-21,1804476,W001,0005,21983,Michele,Burroughs,2017,2,2016,4,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1946992
2176090,114869,Beaver Run Mobile Home Park,37,CFI,2018,2,2018-02-13,2018-02-13,2074017,W001,0008,21983,Michele,Burroughs,2018,3,2018,1,E279,NPDES Municipal Ground Water,DP-3811,Active,Corrective Actions Required,Follow-up (Non-Compliance),Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2176090
2395009,114869,Beaver Run Mobile Home Park,37,CFI,2019,1,2019-06-04,2019-06-04,2315728,W001,0005,21983,Michele,Burroughs,2019,4,2019,2,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,Follow-up (Non-Compliance),Continue Routine Inspection,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2395009
1943689,114869,Beaver Run Mobile Home Park,37,CFI,2016,1,2016-09-30,2016-09-30,1800589,W001,0005,21983,Michele,Burroughs,2017,1,2016,3,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,Complaint,Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1943689
2004350,114869,Beaver Run Mobile Home Park,37,CFI,2017,1,2017-01-25,2017-01-25,1870858,W001,0005,21983,Michele,Burroughs,2017,3,2017,1,E279,NPDES Municipal Ground Water,DP-3811,Active,Noncompliance,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2004350
2728972,114869,Beaver Run Mobile Home Park,37,CFI,2021,1,2021-03-10,2021-03-10,NA,W001,0005,21983,Michele,Burroughs,2021,3,2021,1,E279,NPDES Municipal Ground Water,NA,Active,Noncompliance,"Initial Yearly, Initial Quarterly, Follow-up (Non-Compliance)",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2728972
2751880,114869,Beaver Run Mobile Home Park,37,CFI,2021,2,2021-04-16,2021-04-16,NA,W001,NA,21983,Michele,Burroughs,2021,4,2021,2,E279,NPDES Municipal Ground Water,NA,Active,NA,Follow-up (Non-Compliance),Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=2751880
1182508,119676,Michael Coyner,37,CFI,2011,1,2011-08-02,2011-08-02,876273,W003,0001,21960,Chris,Westergard,2012,1,2011,3,E279,NPDES Municipal Ground Water,NA,Complete,Satisfactory/Compliance,"Initial Quarterly, PAF, Initial Yearly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1182508
1186400,122295,Saudia Gajadhar,37,CFI,2011,1,2011-08-12,2011-08-12,880781,W003,0001,23357,Punam,Tyagi,2012,1,2011,3,E279,NPDES Municipal Ground Water,NA,Complete,Satisfactory/Compliance,"Initial Yearly, PAF, Initial Quarterly",Close File,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1186400
1002685,123561,Tudor Farms Inc.,37,CFI,2010,1,2010-05-13,2010-05-13,NA,W001,0002,21983,Michele,Burroughs,2010,4,2010,2,E279,NPDES Municipal Ground Water,NA,Active,Corrections Needed,Initial Yearly,NA,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1002685
3270856,130604,"West River, Inc - Smith Brothers Inc/McLean Contracting Company",37,CFI,2025,1,2025-02-18,2025-02-18,NA,W001,NA,21947,Adriana,Frangos,2025,3,2025,1,E280,NPDES Industrial Ground Water,21VW0080,Active,NA,Violation Follow-up,"Continue Routine Inspection, Continue Routine Inspection",https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=3270856
1009390,130784,"Olde Town Contracting Co., Inc.",37,CIN,2010,2,2010-05-27,2010-05-27,NA,W001,0005,23119,Andrea,Buie-Branam,2010,4,2010,2,E280,NPDES Industrial Ground Water,NA,Active,Noncompliance,PAF Follow-up,Continue Routine Investigation,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1009390
1021310,130911,621 Mayo Rd Edgewater MD,37,CIN,2010,3,2010-06-28,2010-06-28,NA,W003,0001,21953,Maureen,Eckard,2010,4,2010,2,E280,NPDES Industrial Ground Water,NA,Complete,Satisfactory/Compliance,PAF Follow-up,Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1021310
1020496,131141,City of Baltimore DPW-Environmental Services Division,37,CIN,2010,4,2010-06-21,2010-06-21,NA,W001,0005,23119,Andrea,Buie-Branam,2010,4,2010,2,E279,NPDES Municipal Ground Water,NA,Active,Noncompliance,"PAF Follow-up, PAF",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1020496
1020500,131141,City of Baltimore DPW-Environmental Services Division,37,CIN,2010,3,2010-06-10,2010-06-10,NA,W001,0005,23119,Andrea,Buie-Branam,2010,4,2010,2,E279,NPDES Municipal Ground Water,NA,Active,Noncompliance,"PAF, PAF Follow-up",Refer to Others (See Findings),https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1020500
1027444,131141,City of Baltimore DPW-Environmental Services Division,37,CIN,2010,6,2010-07-01,2010-07-01,NA,W001,0005,23119,Andrea,Buie-Branam,2011,1,2010,3,E279,NPDES Municipal Ground Water,06HT2829,Active,Noncompliance,"PAF, PAF Follow-up",Additional Investigation Required,https://mde-ets.mde.state.md.us/Application/Edit?INT_DOC_ID=1027444
