permit_id,permit_number,npdes_num,master_ai_name,COUNTY_DESC,perwriter_userid,ptype,permit_class,cur_status_descr,cur_status_date,prev_permit_exp,orig_sub_date,custom_task_desc,completed_date,approval_issued,lst_issu,exp_date,effective_end_date
DP3400,13DP3400,MD3400E08,Shoppes At Apple Green WWTP,Calvert,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-09-01T04:00:00Z,2013-02-28T05:00:00Z,2012-10-03T04:00:00Z,TDOPH - First notice published,2013-05-10T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2018-08-31T04:00:00Z,2019-08-31T04:00:00Z
DP3411,13DP3411,MD3411E02,Huntingtown High School,Calvert,C Tien,WMA4,Renewal,Application Withdrawn,2015-07-13T04:00:00Z,2015-07-13T04:00:00Z,2013-03-26T04:00:00Z,OIM - Second notice published,2013-05-10T04:00:00Z,NA,NA,NA,NA
DP3519,13DP3519,MD3519W05,Terra Firmma Llc/the Village Down River/,Wicomico,C Tien,WMA4,Renewal,Issued - Admin Extended,2014-11-24T05:00:00Z,2013-09-30T04:00:00Z,2013-04-03T04:00:00Z,OIM - First notice published,2013-05-10T04:00:00Z,2014-11-24T05:00:00Z,2015-01-01T05:00:00Z,2019-12-31T05:00:00Z,2023-05-31T04:00:00Z
DP3259,12DP3259,MD3259H98,Maybelle Manor Moblie Home Park,Cecil,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-09-01T04:00:00Z,2012-11-30T05:00:00Z,2011-11-30T05:00:00Z,TDOPH - Second notice published,2013-05-10T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2018-08-31T04:00:00Z,2024-06-30T04:00:00Z
DP3306,10DP3306,MD3306X04,"Perdue Farms, Inc. - Princess Anne",Somerset,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2015-01-13T05:00:00Z,2010-02-01T05:00:00Z,2010-06-14T04:00:00Z,TDOPH - Second notice published,2013-05-08T04:00:00Z,2013-08-19T04:00:00Z,2013-10-01T04:00:00Z,2014-01-13T05:00:00Z,2014-01-13T05:00:00Z
DP3411,13DP3411,MD3411E02,Huntingtown High School,Calvert,C Tien,WMA4,Renewal,Application Withdrawn,2015-07-13T04:00:00Z,2015-07-13T04:00:00Z,2013-03-26T04:00:00Z,OIM - First notice published,2013-05-03T04:00:00Z,NA,NA,NA,NA
DP3173,13DP3173,MD3173E07,Calvert County Industrial Park WWTP,Calvert,C Tien,WMA4,Renewal,Application Withdrawn,2015-04-16T04:00:00Z,2013-09-30T04:00:00Z,2013-03-21T04:00:00Z,OIM - Meeting request period ends,2013-05-03T04:00:00Z,NA,NA,NA,NA
DP3259,12DP3259,MD3259H98,Maybelle Manor Moblie Home Park,Cecil,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-09-01T04:00:00Z,2012-11-30T05:00:00Z,2011-11-30T05:00:00Z,TDOPH - First notice published,2013-05-03T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2018-08-31T04:00:00Z,2024-06-30T04:00:00Z
DP2833,12DP2833,MD2833K06,Clustered Spires Golf Course,Frederick,C Tien,WMA4,Renewal,Approval Terminated,2020-09-30T04:00:00Z,2013-08-31T04:00:00Z,2011-12-20T05:00:00Z,TDOPH - Hearing request period ends,2013-05-01T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2018-08-31T04:00:00Z,2020-09-30T04:00:00Z
DP3306,10DP3306,MD3306X04,"Perdue Farms, Inc. - Princess Anne",Somerset,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2015-01-13T05:00:00Z,2010-02-01T05:00:00Z,2010-06-14T04:00:00Z,TDOPH - First notice published,2013-05-01T04:00:00Z,2013-08-19T04:00:00Z,2013-10-01T04:00:00Z,2014-01-13T05:00:00Z,2014-01-13T05:00:00Z
DP3173,13DP3173,MD3173E07,Calvert County Industrial Park WWTP,Calvert,C Tien,WMA4,Renewal,Application Withdrawn,2015-04-16T04:00:00Z,2013-09-30T04:00:00Z,2013-03-21T04:00:00Z,OIM - Second notice published,2013-04-26T04:00:00Z,NA,NA,NA,NA
DP2038,12DP2038,MD2038U99,Martingham Utilities WWTP & WTP,Talbot,C Tien,WMA4,Renewal,Approval Terminated,2016-03-29T04:00:00Z,2012-08-31T04:00:00Z,2011-08-31T04:00:00Z,TDOPH - Written comment period ends,2013-04-22T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2016-03-29T04:00:00Z,2016-03-29T04:00:00Z
DP3573,12DP3573,MD3573I07,Camp Winona,Charles,C Tien,WMA4,Renewal,Approval Terminated,2020-12-31T05:00:00Z,2012-04-30T04:00:00Z,2011-08-22T04:00:00Z,TDOPH - Written comment period ends,2013-04-22T04:00:00Z,2014-10-28T04:00:00Z,2014-12-01T05:00:00Z,2019-11-30T05:00:00Z,2020-12-31T05:00:00Z
DP3785,13DP3785,MD3785C13,Hereford High School,Baltimore,C Tien,WMA4,New,Approval Terminated,2020-12-31T05:00:00Z,NA,2012-10-02T04:00:00Z,TDOPH - Written comment period ends,2013-04-22T04:00:00Z,2013-05-29T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2020-12-31T05:00:00Z
DP3520,12DP3520,MD3520U05,Carol Kabler Residence Composting Toilet System,Talbot,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2018-06-30T04:00:00Z,2011-12-31T05:00:00Z,2011-12-20T05:00:00Z,TDOPH - Written comment period ends,2013-04-22T04:00:00Z,2013-05-31T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2018-06-30T04:00:00Z
DP3173,13DP3173,MD3173E07,Calvert County Industrial Park WWTP,Calvert,C Tien,WMA4,Renewal,Application Withdrawn,2015-04-16T04:00:00Z,2013-09-30T04:00:00Z,2013-03-21T04:00:00Z,OIM - First notice published,2013-04-19T04:00:00Z,NA,NA,NA,NA
DP2833,12DP2833,MD2833K06,Clustered Spires Golf Course,Frederick,C Tien,WMA4,Renewal,Approval Terminated,2020-09-30T04:00:00Z,2013-08-31T04:00:00Z,2011-12-20T05:00:00Z,TDOPH - Second notice published,2013-04-18T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2018-08-31T04:00:00Z,2020-09-30T04:00:00Z
DP2833,12DP2833,MD2833K06,Clustered Spires Golf Course,Frederick,C Tien,WMA4,Renewal,Approval Terminated,2020-09-30T04:00:00Z,2013-08-31T04:00:00Z,2011-12-20T05:00:00Z,TDOPH - First notice published,2013-04-11T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2018-08-31T04:00:00Z,2020-09-30T04:00:00Z
DP2038,12DP2038,MD2038U99,Martingham Utilities WWTP & WTP,Talbot,C Tien,WMA4,Renewal,Approval Terminated,2016-03-29T04:00:00Z,2012-08-31T04:00:00Z,2011-08-31T04:00:00Z,TDOPH - Hearing request period ends,2013-04-11T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2016-03-29T04:00:00Z,2016-03-29T04:00:00Z
DP3573,12DP3573,MD3573I07,Camp Winona,Charles,C Tien,WMA4,Renewal,Approval Terminated,2020-12-31T05:00:00Z,2012-04-30T04:00:00Z,2011-08-22T04:00:00Z,TDOPH - Hearing request period ends,2013-04-11T04:00:00Z,2014-10-28T04:00:00Z,2014-12-01T05:00:00Z,2019-11-30T05:00:00Z,2020-12-31T05:00:00Z
DP3785,13DP3785,MD3785C13,Hereford High School,Baltimore,C Tien,WMA4,New,Approval Terminated,2020-12-31T05:00:00Z,NA,2012-10-02T04:00:00Z,TDOPH - Hearing request period ends,2013-04-11T04:00:00Z,2013-05-29T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2020-12-31T05:00:00Z
DP3785,13DP3785,MD3785C13,Hereford High School,Baltimore,C Tien,WMA4,New,Approval Terminated,2020-12-31T05:00:00Z,NA,2012-10-02T04:00:00Z,OIM - Meeting request period ends,2013-04-11T04:00:00Z,2013-05-29T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2020-12-31T05:00:00Z
DP3520,12DP3520,MD3520U05,Carol Kabler Residence Composting Toilet System,Talbot,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2018-06-30T04:00:00Z,2011-12-31T05:00:00Z,2011-12-20T05:00:00Z,OIM - Meeting request period ends,2013-04-11T04:00:00Z,2013-05-31T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2018-06-30T04:00:00Z
DP3520,12DP3520,MD3520U05,Carol Kabler Residence Composting Toilet System,Talbot,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2018-06-30T04:00:00Z,2011-12-31T05:00:00Z,2011-12-20T05:00:00Z,TDOPH - Hearing request period ends,2013-04-11T04:00:00Z,2013-05-31T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2018-06-30T04:00:00Z
DP3786,13DP3786,MD3786R13,Aspen Institute,Queen Anne's,C Tien,WMA4,New,Issued - Admin Extended,2014-07-07T04:00:00Z,NA,2012-10-03T04:00:00Z,IM - Meeting date,2013-04-10T04:00:00Z,2014-07-07T04:00:00Z,2014-09-01T04:00:00Z,2019-08-31T04:00:00Z,2021-02-28T05:00:00Z
DP3531,13DP3531,MD3531X06,Lake Haven Mobile Home Park WWTP,Worcester,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-04-23T04:00:00Z,2012-01-31T05:00:00Z,2013-01-10T05:00:00Z,TDOPH - Written comment period ends,2013-04-08T04:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2024-11-30T05:00:00Z
DP3232,10DP3232A,MD3232E97,Marley Run WWTP,Calvert,C Tien,WMA4,Modify,Issued - Admin Extended,2013-04-17T04:00:00Z,2013-04-16T04:00:00Z,2012-04-16T04:00:00Z,TDOPH - Written comment period ends,2013-04-08T04:00:00Z,2013-04-17T04:00:00Z,2013-04-17T04:00:00Z,2016-06-30T04:00:00Z,2018-07-31T04:00:00Z
DP2038,12DP2038,MD2038U99,Martingham Utilities WWTP & WTP,Talbot,C Tien,WMA4,Renewal,Approval Terminated,2016-03-29T04:00:00Z,2012-08-31T04:00:00Z,2011-08-31T04:00:00Z,TDOPH - Second notice published,2013-03-29T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2016-03-29T04:00:00Z,2016-03-29T04:00:00Z
DP3573,12DP3573,MD3573I07,Camp Winona,Charles,C Tien,WMA4,Renewal,Approval Terminated,2020-12-31T05:00:00Z,2012-04-30T04:00:00Z,2011-08-22T04:00:00Z,TDOPH - Second notice published,2013-03-29T04:00:00Z,2014-10-28T04:00:00Z,2014-12-01T05:00:00Z,2019-11-30T05:00:00Z,2020-12-31T05:00:00Z
DP3785,13DP3785,MD3785C13,Hereford High School,Baltimore,C Tien,WMA4,New,Approval Terminated,2020-12-31T05:00:00Z,NA,2012-10-02T04:00:00Z,TDOPH - Second notice published,2013-03-29T04:00:00Z,2013-05-29T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2020-12-31T05:00:00Z
DP3785,13DP3785,MD3785C13,Hereford High School,Baltimore,C Tien,WMA4,New,Approval Terminated,2020-12-31T05:00:00Z,NA,2012-10-02T04:00:00Z,OIM - Second notice published,2013-03-29T04:00:00Z,2013-05-29T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2020-12-31T05:00:00Z
DP3520,12DP3520,MD3520U05,Carol Kabler Residence Composting Toilet System,Talbot,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2018-06-30T04:00:00Z,2011-12-31T05:00:00Z,2011-12-20T05:00:00Z,OIM - Second notice published,2013-03-29T04:00:00Z,2013-05-31T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2018-06-30T04:00:00Z
DP3520,12DP3520,MD3520U05,Carol Kabler Residence Composting Toilet System,Talbot,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2018-06-30T04:00:00Z,2011-12-31T05:00:00Z,2011-12-20T05:00:00Z,TDOPH - Second notice published,2013-03-29T04:00:00Z,2013-05-31T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2018-06-30T04:00:00Z
DP3232,10DP3232A,MD3232E97,Marley Run WWTP,Calvert,C Tien,WMA4,Modify,Issued - Admin Extended,2013-04-17T04:00:00Z,2013-04-16T04:00:00Z,2012-04-16T04:00:00Z,OIM - Meeting request period ends,2013-03-28T04:00:00Z,2013-04-17T04:00:00Z,2013-04-17T04:00:00Z,2016-06-30T04:00:00Z,2018-07-31T04:00:00Z
DP3232,10DP3232A,MD3232E97,Marley Run WWTP,Calvert,C Tien,WMA4,Modify,Issued - Admin Extended,2013-04-17T04:00:00Z,2013-04-16T04:00:00Z,2012-04-16T04:00:00Z,TDOPH - Hearing request period ends,2013-03-28T04:00:00Z,2013-04-17T04:00:00Z,2013-04-17T04:00:00Z,2016-06-30T04:00:00Z,2018-07-31T04:00:00Z
DP3531,13DP3531,MD3531X06,Lake Haven Mobile Home Park WWTP,Worcester,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-04-23T04:00:00Z,2012-01-31T05:00:00Z,2013-01-10T05:00:00Z,TDOPH - Hearing request period ends,2013-03-27T04:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2024-11-30T05:00:00Z
DP2038,12DP2038,MD2038U99,Martingham Utilities WWTP & WTP,Talbot,C Tien,WMA4,Renewal,Approval Terminated,2016-03-29T04:00:00Z,2012-08-31T04:00:00Z,2011-08-31T04:00:00Z,TDOPH - First notice published,2013-03-22T04:00:00Z,2013-09-01T04:00:00Z,2013-09-01T04:00:00Z,2016-03-29T04:00:00Z,2016-03-29T04:00:00Z
DP3573,12DP3573,MD3573I07,Camp Winona,Charles,C Tien,WMA4,Renewal,Approval Terminated,2020-12-31T05:00:00Z,2012-04-30T04:00:00Z,2011-08-22T04:00:00Z,TDOPH - First notice published,2013-03-22T04:00:00Z,2014-10-28T04:00:00Z,2014-12-01T05:00:00Z,2019-11-30T05:00:00Z,2020-12-31T05:00:00Z
DP3785,13DP3785,MD3785C13,Hereford High School,Baltimore,C Tien,WMA4,New,Approval Terminated,2020-12-31T05:00:00Z,NA,2012-10-02T04:00:00Z,TDOPH - First notice published,2013-03-22T04:00:00Z,2013-05-29T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2020-12-31T05:00:00Z
DP3785,13DP3785,MD3785C13,Hereford High School,Baltimore,C Tien,WMA4,New,Approval Terminated,2020-12-31T05:00:00Z,NA,2012-10-02T04:00:00Z,OIM - First notice published,2013-03-22T04:00:00Z,2013-05-29T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2020-12-31T05:00:00Z
DP3520,12DP3520,MD3520U05,Carol Kabler Residence Composting Toilet System,Talbot,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2018-06-30T04:00:00Z,2011-12-31T05:00:00Z,2011-12-20T05:00:00Z,OIM - First notice published,2013-03-22T04:00:00Z,2013-05-31T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2018-06-30T04:00:00Z
DP3520,12DP3520,MD3520U05,Carol Kabler Residence Composting Toilet System,Talbot,T Rocca-Weikart,WMA4,Renewal,Approval Terminated,2018-06-30T04:00:00Z,2011-12-31T05:00:00Z,2011-12-20T05:00:00Z,TDOPH - First notice published,2013-03-22T04:00:00Z,2013-05-31T04:00:00Z,2013-07-01T04:00:00Z,2018-06-30T04:00:00Z,2018-06-30T04:00:00Z
DP2440,12DP2440,MD0068853,STUPS AUTO CENTER,Frederick,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-07-08T04:00:00Z,2012-09-30T04:00:00Z,2012-06-30T04:00:00Z,TDOPH - Written comment period ends,2013-03-18T04:00:00Z,2013-06-01T04:00:00Z,2013-06-01T04:00:00Z,2018-07-08T04:00:00Z,2018-07-08T04:00:00Z
DP3296,12DP3296,MD3296M06,Attention To Detail Auto Salon,Harford,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-12-31T05:00:00Z,2012-05-31T04:00:00Z,2012-07-10T04:00:00Z,TDOPH - Written comment period ends,2013-03-18T04:00:00Z,2013-11-20T05:00:00Z,2014-01-01T05:00:00Z,2018-12-31T05:00:00Z,2018-12-31T05:00:00Z
DP3516,12DP3516,MD3516I05,"Bayside of Hughesville, Inc. (All American Harley-Davidson)",Charles,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2017-11-05T04:00:00Z,2012-11-30T05:00:00Z,2012-05-03T04:00:00Z,TDOPH - Written comment period ends,2013-03-18T04:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2017-11-05T04:00:00Z,2017-11-05T04:00:00Z
DP3232,10DP3232A,MD3232E97,Marley Run WWTP,Calvert,C Tien,WMA4,Modify,Issued - Admin Extended,2013-04-17T04:00:00Z,2013-04-16T04:00:00Z,2012-04-16T04:00:00Z,OIM - Second notice published,2013-03-15T04:00:00Z,2013-04-17T04:00:00Z,2013-04-17T04:00:00Z,2016-06-30T04:00:00Z,2018-07-31T04:00:00Z
DP3232,10DP3232A,MD3232E97,Marley Run WWTP,Calvert,C Tien,WMA4,Modify,Issued - Admin Extended,2013-04-17T04:00:00Z,2013-04-16T04:00:00Z,2012-04-16T04:00:00Z,TDOPH - Second notice published,2013-03-15T04:00:00Z,2013-04-17T04:00:00Z,2013-04-17T04:00:00Z,2016-06-30T04:00:00Z,2018-07-31T04:00:00Z
DP3531,13DP3531,MD3531X06,Lake Haven Mobile Home Park WWTP,Worcester,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-04-23T04:00:00Z,2012-01-31T05:00:00Z,2013-01-10T05:00:00Z,TDOPH - Second notice published,2013-03-14T04:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2024-11-30T05:00:00Z
DP3506,11DP3506,MD3506N05,Peddicord Property WWTP,Howard,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-04-23T04:00:00Z,2011-07-20T04:00:00Z,2010-11-05T04:00:00Z,TDOPH - Written comment period ends,2013-03-11T04:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2020-02-29T05:00:00Z
DP3296,12DP3296,MD3296M06,Attention To Detail Auto Salon,Harford,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-12-31T05:00:00Z,2012-05-31T04:00:00Z,2012-07-10T04:00:00Z,OIM - Meeting request period ends,2013-03-08T05:00:00Z,2013-11-20T05:00:00Z,2014-01-01T05:00:00Z,2018-12-31T05:00:00Z,2018-12-31T05:00:00Z
DP3296,12DP3296,MD3296M06,Attention To Detail Auto Salon,Harford,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-12-31T05:00:00Z,2012-05-31T04:00:00Z,2012-07-10T04:00:00Z,TDOPH - Hearing request period ends,2013-03-08T05:00:00Z,2013-11-20T05:00:00Z,2014-01-01T05:00:00Z,2018-12-31T05:00:00Z,2018-12-31T05:00:00Z
DP3516,12DP3516,MD3516I05,"Bayside of Hughesville, Inc. (All American Harley-Davidson)",Charles,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2017-11-05T04:00:00Z,2012-11-30T05:00:00Z,2012-05-03T04:00:00Z,OIM - Meeting request period ends,2013-03-08T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2017-11-05T04:00:00Z,2017-11-05T04:00:00Z
DP3516,12DP3516,MD3516I05,"Bayside of Hughesville, Inc. (All American Harley-Davidson)",Charles,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2017-11-05T04:00:00Z,2012-11-30T05:00:00Z,2012-05-03T04:00:00Z,TDOPH - Hearing request period ends,2013-03-08T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2017-11-05T04:00:00Z,2017-11-05T04:00:00Z
DP3232,10DP3232A,MD3232E97,Marley Run WWTP,Calvert,C Tien,WMA4,Modify,Issued - Admin Extended,2013-04-17T04:00:00Z,2013-04-16T04:00:00Z,2012-04-16T04:00:00Z,OIM - First notice published,2013-03-08T05:00:00Z,2013-04-17T04:00:00Z,2013-04-17T04:00:00Z,2016-06-30T04:00:00Z,2018-07-31T04:00:00Z
DP3232,10DP3232A,MD3232E97,Marley Run WWTP,Calvert,C Tien,WMA4,Modify,Issued - Admin Extended,2013-04-17T04:00:00Z,2013-04-16T04:00:00Z,2012-04-16T04:00:00Z,TDOPH - First notice published,2013-03-08T05:00:00Z,2013-04-17T04:00:00Z,2013-04-17T04:00:00Z,2016-06-30T04:00:00Z,2018-07-31T04:00:00Z
DP2440,12DP2440,MD0068853,STUPS AUTO CENTER,Frederick,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-07-08T04:00:00Z,2012-09-30T04:00:00Z,2012-06-30T04:00:00Z,OIM - Meeting request period ends,2013-03-07T05:00:00Z,2013-06-01T04:00:00Z,2013-06-01T04:00:00Z,2018-07-08T04:00:00Z,2018-07-08T04:00:00Z
DP2440,12DP2440,MD0068853,STUPS AUTO CENTER,Frederick,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-07-08T04:00:00Z,2012-09-30T04:00:00Z,2012-06-30T04:00:00Z,TDOPH - Hearing request period ends,2013-03-07T05:00:00Z,2013-06-01T04:00:00Z,2013-06-01T04:00:00Z,2018-07-08T04:00:00Z,2018-07-08T04:00:00Z
DP3531,13DP3531,MD3531X06,Lake Haven Mobile Home Park WWTP,Worcester,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-04-23T04:00:00Z,2012-01-31T05:00:00Z,2013-01-10T05:00:00Z,TDOPH - First notice published,2013-03-07T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2024-11-30T05:00:00Z
DP3506,11DP3506,MD3506N05,Peddicord Property WWTP,Howard,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-04-23T04:00:00Z,2011-07-20T04:00:00Z,2010-11-05T04:00:00Z,TDOPH - Hearing request period ends,2013-02-28T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2020-02-29T05:00:00Z
DP3528,12DP3528,MD3528H05,Bohemia Bay Yacht Harbor,Cecil,C Tien,WMA4,Renewal,Approval Terminated,2021-01-31T05:00:00Z,2011-05-01T04:00:00Z,2012-03-14T04:00:00Z,TDOPH - Written comment period ends,2013-02-25T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2021-01-31T05:00:00Z
DP3784,13DP3784,MD3784Q13,Clagett Farm Chesapeake Bay Foundaton,Prince George's,T Rocca-Weikart,WMA4,New,Approval Terminated,2018-12-26T05:00:00Z,NA,2012-07-10T04:00:00Z,TDOPH - Written comment period ends,2013-02-25T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2018-12-26T05:00:00Z
DP3155,13DP3155,MD3155X06,Lighthouse Sound WWTP,Worcester,C Tien,WMA4,Renewal,Issued - Admin Extended,2014-09-02T04:00:00Z,2013-09-30T04:00:00Z,2012-11-28T05:00:00Z,OIM - Meeting request period ends,2013-02-22T05:00:00Z,2014-09-02T04:00:00Z,2014-11-01T04:00:00Z,2019-10-31T04:00:00Z,2024-02-29T05:00:00Z
DP3531,13DP3531,MD3531X06,Lake Haven Mobile Home Park WWTP,Worcester,C Tien,WMA4,Renewal,Issued - Admin Extended,2013-04-23T04:00:00Z,2012-01-31T05:00:00Z,2013-01-10T05:00:00Z,OIM - Meeting request period ends,2013-02-22T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2024-11-30T05:00:00Z
DP3296,12DP3296,MD3296M06,Attention To Detail Auto Salon,Harford,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-12-31T05:00:00Z,2012-05-31T04:00:00Z,2012-07-10T04:00:00Z,OIM - Second notice published,2013-02-22T05:00:00Z,2013-11-20T05:00:00Z,2014-01-01T05:00:00Z,2018-12-31T05:00:00Z,2018-12-31T05:00:00Z
DP3296,12DP3296,MD3296M06,Attention To Detail Auto Salon,Harford,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-12-31T05:00:00Z,2012-05-31T04:00:00Z,2012-07-10T04:00:00Z,TDOPH - Second notice published,2013-02-22T05:00:00Z,2013-11-20T05:00:00Z,2014-01-01T05:00:00Z,2018-12-31T05:00:00Z,2018-12-31T05:00:00Z
DP2394,13DP2394,MD2394X99,River Run WWTP,Worcester,C Tien,WMA4,Renewal,Issued - Admin Extended,2014-10-30T04:00:00Z,2013-11-30T05:00:00Z,2012-11-28T05:00:00Z,OIM - Meeting request period ends,2013-02-22T05:00:00Z,2014-10-30T04:00:00Z,2014-12-01T05:00:00Z,2019-11-30T05:00:00Z,2022-11-30T05:00:00Z
DP3516,12DP3516,MD3516I05,"Bayside of Hughesville, Inc. (All American Harley-Davidson)",Charles,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2017-11-05T04:00:00Z,2012-11-30T05:00:00Z,2012-05-03T04:00:00Z,OIM - Second notice published,2013-02-22T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2017-11-05T04:00:00Z,2017-11-05T04:00:00Z
DP3516,12DP3516,MD3516I05,"Bayside of Hughesville, Inc. (All American Harley-Davidson)",Charles,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2017-11-05T04:00:00Z,2012-11-30T05:00:00Z,2012-05-03T04:00:00Z,TDOPH - Second notice published,2013-02-22T05:00:00Z,2013-04-23T04:00:00Z,2013-06-01T04:00:00Z,2017-11-05T04:00:00Z,2017-11-05T04:00:00Z
DP2969,13DP2969,MD0068446,"Russell Paving Co., Inc.",Dorchester,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-12-30T05:00:00Z,2012-04-30T04:00:00Z,2012-08-09T04:00:00Z,TDOPH - Written comment period ends,2013-02-22T05:00:00Z,2013-04-26T04:00:00Z,2013-06-01T04:00:00Z,2018-05-31T04:00:00Z,2018-12-30T05:00:00Z
DP3223,13DP3223,MD3223N07,Triadelphia Ridge Elementary School,Howard,C Tien,WMA4,Renewal,Approval Terminated,2020-12-31T05:00:00Z,2013-09-30T04:00:00Z,2013-01-11T05:00:00Z,OIM - Meeting request period ends,2013-02-22T05:00:00Z,2014-06-10T04:00:00Z,2014-08-01T04:00:00Z,2019-07-31T04:00:00Z,2020-12-31T05:00:00Z
DP2440,12DP2440,MD0068853,STUPS AUTO CENTER,Frederick,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-07-08T04:00:00Z,2012-09-30T04:00:00Z,2012-06-30T04:00:00Z,OIM - Second notice published,2013-02-21T05:00:00Z,2013-06-01T04:00:00Z,2013-06-01T04:00:00Z,2018-07-08T04:00:00Z,2018-07-08T04:00:00Z
DP2440,12DP2440,MD0068853,STUPS AUTO CENTER,Frederick,T Rocca-Weikart,WMA3,Renewal,Approval Terminated,2018-07-08T04:00:00Z,2012-09-30T04:00:00Z,2012-06-30T04:00:00Z,TDOPH - Second notice published,2013-02-21T05:00:00Z,2013-06-01T04:00:00Z,2013-06-01T04:00:00Z,2018-07-08T04:00:00Z,2018-07-08T04:00:00Z
